CCSDS_STREAMID,CCSDS_SEQUENCE,CCSDS_LENGTH,CCSDS_SECONDS,CCSDS_SUBSECS,CCSDS_SPARE,GPS_WEEKS,GPS_SECONDS,GPS_FRAC_SECS,ECEF_X,ECEF_Y,ECEF_Z,VEL_X,VEL_Y,VEL_Z,LAT,LON,ALT
2161,49430,83,86,57671,0,341,150305,0.234,-2515000,-6274000,505300,4107,-1155,6015,3.718193531,-112.2493439,399963.6875
2161,49431,83,87,8519,0,341,150305,0.484,-2514000,-6274000,506800,4108,-1153,6015,3.718193531,-112.2493439,399963.6875
2161,49432,83,87,24903,0,341,150305,0.734,-2513000,-6275000,508300,4108,-1152,6015,3.718193531,-112.2493439,399963.6875
2161,49433,83,87,57671,0,341,150306,0.234,-2511000,-6275000,511200,4110,-1148,6015,3.718193531,-112.2493439,399963.6875
2161,49434,83,88,8519,0,341,150306,0.484,-2510000,-6275000,512800,4111,-1146,6015,3.718193531,-112.2493439,399963.6875
2161,49435,83,88,24903,0,341,150306,0.734,-2508000,-6276000,514300,4111,-1144,6014,3.718193531,-112.2493439,399963.6875
2161,49436,83,88,41287,0,341,150306,0.984,-2507000,-6276000,515700,4112,-1142,6014,3.718193531,-112.2493439,399963.6875
2161,49437,83,88,57671,0,341,150307,0.234,-2506000,-6276000,517200,4113,-1141,6014,3.718193531,-112.2493439,399963.6875
2161,49438,83,89,9175,0,341,150307,0.484,-2505000,-6276000,518700,4114,-1139,6014,3.718193531,-112.2493439,399963.6875
2161,49439,83,89,25559,0,341,150307,0.734,-2504000,-6277000,520200,4114,-1137,6014,3.718193531,-112.2493439,399963.6875
2161,49440,83,89,41943,0,341,150307,0.984,-2503000,-6277000,521700,4115,-1135,6014,3.718193531,-112.2493139,399963.6875
2161,49441,83,90,9175,0,341,150308,0.484,-2501000,-6278000,524700,4117,-1131,6013,3.718213531,-112.2493139,399963.6875
